mesh,h_3d,quantity,L1,L2,Linf,order_L1,order_L2,order_Linf
iv20,0.4682527619525807,conservative.rhov.value,0.0003491054548012009,0.0008748761390036069,0.005671414514740625,2.8416371775013607,2.6018179932296306,2.1920837914334945
iv20,0.4682527619525807,conservative.rhow.dx,0.0,0.0,0.0,,,
iv20,0.4682527619525807,conservative.rhow.dy,0.0,0.0,0.0,,,
iv20,0.4682527619525807,conservative.rhow.dz,0.0,0.0,0.0,,,
iv20,0.4682527619525807,conservative.rhow.gradient,0.0,0.0,0.0,,,
iv20,0.4682527619525807,conservative.rhow.value,0.0,0.0,0.0,,,
iv20,0.4682527619525807,primitive.p.dx,0.006534059331072802,0.024798517253381176,0.1948400624986661,1.300106313164679,1.3113849608262766,1.0393283009016399
iv20,0.4682527619525807,primitive.p.dy,0.006545511659957167,0.024907276285901322,0.19529870019148166,1.3174580558180105,1.306708608678979,1.055328343796765
iv20,0.4682527619525807,primitive.p.dz,1.5029481286247948e-16,4.3025096272910756e-16,6.603387181077937e-15,,,
iv20,0.4682527619525807,primitive.p.gradient,0.010172967141795122,0.035147387811165484,0.19573604677944706,1.2937403570996835,1.3092679580763311,1.1027419140772021
iv20,0.4682527619525807,primitive.p.value,0.00018437252428708922,0.0006886461035005676,0.00596798931650433,3.4003142555590937,3.1562676369333547,2.3052781584434934
iv20,0.4682527619525807,primitive.rho.dx,0.005134585164024787,0.01727551949598072,0.1328415080676843,1.328267272477235,1.3117702535345575,1.060244694897151
iv20,0.4682527619525807,primitive.rho.dy,0.0051376926750287925,0.017337184588712345,0.13316313550922415,1.3489383021535448,1.3093455981477584,1.077687964630309
iv20,0.4682527619525807,primitive.rho.dz,1.0532882792943071e-16,3.0308477218482356e-16,4.106177065840679e-15,,,
iv20,0.4682527619525807,primitive.rho.gradient,0.00800653223689772,0.024474916615161216,0.13382727344125322,1.3187595317117,1.3107656119998503,1.12101045727389
iv20,0.4682527619525807,primitive.rho.value,0.0001410699017461377,0.0004584532561227084,0.003693730127706907,3.249928225329248,3.062060498324471,2.26460779812217
iv20,0.4682527619525807,primitive.u.dx,0.009108909091566865,0.02233162196722393,0.10929613491599871,1.3857467510728922,1.3314224191416393,0.937462246092664
iv20,0.4682527619525807,primitive.u.dy,0.015183291938960909,0.03637404416629243,0.1731170299303379,1.4814591281773535,1.3687483103834321,1.1654837475317241
iv20,0.4682527619525807,primitive.u.dz,2.912765775135606e-16,6.834057546523392e-16,6.074776263602319e-15,,,
iv20,0.4682527619525807,primitive.u.gradient,0.01954206596566962,0.04268222614506408,0.17386670403223187,1.4557532686945025,1.3589460264201962,1.1591464051362559
iv20,0.4682527619525807,primitive.u.value,0.0002963717773212733,0.0007324480128766299,0.004153977492908828,2.91230082011985,2.726273064356476,2.4664107346759456
iv20,0.4682527619525807,primitive.v.dx,0.01521415546312316,0.03634039832464813,0.17294604469768388,1.4784126228297945,1.3709009781337513,1.1808395296192915
iv20,0.4682527619525807,primitive.v.dy,0.009073617048328791,0.022194427100849207,0.10929027007736264,1.388615839261825,1.3389194745890727,0.9332740726203793
iv20,0.4682527619525807,primitive.v.dz,2.881736979625536e-16,7.196862283268462e-16,1.055988073490813e-14,,,
iv20,0.4682527619525807,primitive.v.gradient,0.01951567836491491,0.042581887519566305,0.17350695659086982,1.4579163128643775,1.3625789779074617,1.1760607064695032
iv20,0.4682527619525807,primitive.v.value,0.00030160653153009283,0.0007662592774356022,0.005350041242537351,2.8035765723901234,2.5590093207383164,2.082276154107347
iv20,0.4682527619525807,primitive.w.dx,0.0,0.0,0.0,,,
iv20,0.4682527619525807,primitive.w.dy,0.0,0.0,0.0,,,
iv20,0.4682527619525807,primitive.w.dz,0.0,0.0,0.0,,,
iv20,0.4682527619525807,primitive.w.gradient,0.0,0.0,0.0,,,
iv20,0.4682527619525807,primitive.w.value,0.0,0.0,0.0,,,
iv40,0.23604019455677508,conservative.rho.dx,0.0014583238380583526,0.005091670013589921,0.039945868643636195,1.8375183415726257,1.783465151881706,1.7541908558387351
iv40,0.23604019455677508,conservative.rho.dy,0.001471120394196664,0.00515834467253682,0.04001541906192135,1.8256475942811832,1.769674468511101,1.7551815151554642
iv40,0.23604019455677508,conservative.rho.dz,2.643627374625937e-16,8.828584293369732e-16,2.21745130174003e-14,,,
iv40,0.23604019455677508,conservative.rho.gradient,0.0023091677641078707,0.007248008229022622,0.040340733367928996,1.815123242389594,1.776512673659081,1.7506241096752684
iv40,0.23604019455677508,conservative.rho.value,1.3601994585287396e-05,4.477074134662568e-05,0.0003529334588775468,3.414625020335993,3.396033104884619,3.4278708606207524
iv40,0.23604019455677508,conservative.rhoE.dx,0.009133090886278063,0.030485039447077086,0.29295770979412783,1.7977210858420964,1.721195347665072,1.6720099537075992
iv40,0.23604019455677508,conservative.rhoE.dy,0.009236433923843641,0.030902515578004417,0.2932709042901749,1.7796821283648883,1.701633264907765,1.6764596486882637
iv40,0.23604019455677508,conservative.rhoE.dz,1.5552863081917124e-15,4.604998406691274e-15,1.0777217426420421e-13,,,
iv40,0.23604019455677508,conservative.rhoE.gradient,0.014417710075032942,0.04340856020577779,0.3207090304628023,1.7813682336736822,1.7113468048611955,1.55601735489765
iv40,0.23604019455677508,conservative.rhoE.value,8.583170417517387e-05,0.0002846609048771372,0.0027221550585077026,3.3874834757595744,3.271229092061482,3.1536440689134193
iv40,0.23604019455677508,conservative.rhou.dx,0.0031678152704804324,0.008047622692812164,0.05415106017157184,1.837055637682347,1.764915965536613,1.3663743727455764
iv40,0.23604019455677508,conservative.rhou.dy,0.004568232300395336,0.012488550979651104,0.10827161480435843,1.774530728517656,1.7092153652495792,1.624927800102849
iv40,0.23604019455677508,conservative.rhou.dz,6.810081643074083e-16,1.6826548060186172e-15,2.492887715504845e-14,,,
iv40,0.23604019455677508,conservative.rhou.gradient,0.006057419903620962,0.014856922177127065,0.10827161851698862,1.7992868789952952,1.7260037668877237,1.625340654009912
iv40,0.23604019455677508,conservative.rhou.value,3.309533316438089e-05,9.351890841533321e-05,0.0007275703014897328,3.399551161039431,3.2297118087592445,3.0235395366089124
iv40,0.23604019455677508,conservative.rhov.dx,0.004540686845622664,0.012393999088353357,0.10813362917576375,1.783138214220775,1.7180655407899574,1.6232235413278748
iv40,0.23604019455677508,conservative.rhov.dy,0.003184874334061269,0.008124657565966545,0.05428318230769247,1.81873127438388,1.7467582299479176,1.5614445150630938
iv40,0.23604019455677508,conservative.rhov.dz,7.477584678701307e-16,2.0907427861717137e-15,5.2553718479820285e-14,,,
iv40,0.23604019455677508,conservative.rhov.gradient,0.0060511809440487105,0.014819624622989667,0.10813396299078033,1.7979067256822043,1.7268086765778186,1.6232453837672136
iv40,0.23604019455677508,conservative.rhov.value,3.335881571084567e-05,9.656246646744028e-05,0.0009321581463006545,3.4277823927527256,3.2173320702928083,2.636022169886638
iv40,0.23604019455677508,conservative.rhow.dx,0.0,0.0,0.0,,,
iv40,0.23604019455677508,conservative.rhow.dy,0.0,0.0,0.0,,,
iv40,0.23604019455677508,conservative.rhow.dz,0.0,0.0,0.0,,,
iv40,0.23604019455677508,conservative.rhow.gradient,0.0,0.0,0.0,,,
iv40,0.23604019455677508,conservative.rhow.value,0.0,0.0,0.0,,,
