mesh,h,location,quantity,L1,L2,Linf,order_L1,order_L2,order_Linf
iv20,0.4682527619525776,face_norms,M2.integrated_D.rhov,0.0006571460254011223,0.0020962130888627657,0.022505289113050404,4.051115126234528,3.813098346187352,3.4786123409881373
iv20,0.4682527619525776,face_norms,M2.integrated_D.rhow,2.1081677487881706e-18,9.478634965888026e-18,9.61481343191785e-17,,,
iv20,0.4682527619525776,face_norms,Roe.D.rho,0.0018110197947281996,0.005930822745558883,0.06490350310236948,2.1721486394344325,1.9146358824203724,1.2012994811414277
iv20,0.4682527619525776,face_norms,Roe.D.rhoE,0.011088257524169538,0.03751139869949509,0.3944518558634549,2.079991721639906,1.8058926083617426,1.087893561219983
iv20,0.4682527619525776,face_norms,Roe.D.rhou,0.003717459099413448,0.012145922037987412,0.16608955787141055,2.118725669338487,1.883015597548195,1.0125815822576498
iv20,0.4682527619525776,face_norms,Roe.D.rhov,0.003731017860516445,0.0120614747765015,0.13910227410232623,2.104003086747232,1.9084047361390732,1.3931697833706078
iv20,0.4682527619525776,face_norms,Roe.D.rhow,1.0536513286668022e-17,4.638078544345614e-17,4.440892098500626e-16,,,
iv20,0.4682527619525776,face_norms,Roe.integrated_D.rho,0.00023646051397757542,0.0007793324244468873,0.007791271494559832,4.017514523680333,3.7324113009772217,3.1901926684070703
iv20,0.4682527619525776,face_norms,Roe.integrated_D.rhoE,0.00144903460943959,0.004939284044411532,0.047351550435079014,3.92695479297417,3.640518706772873,3.1746458236659736
iv20,0.4682527619525776,face_norms,Roe.integrated_D.rhou,0.0004857675724780462,0.0016014670180503096,0.019938043032076743,3.979263731379708,3.7373882877762887,3.243400918398797
iv20,0.4682527619525776,face_norms,Roe.integrated_D.rhov,0.0004883926830841055,0.0015929970774570777,0.018994063230480605,3.9614969858326194,3.7598786836846037,3.3673365834723588
iv20,0.4682527619525776,face_norms,Roe.integrated_D.rhow,2.1134180897987196e-18,9.479134364867232e-18,9.61481343191785e-17,,,
iv20,0.4682527619525776,face_norms,control1.M2.D.rho,0.001971168532909947,0.008384038810347308,0.10691663764793838,2.383486999767522,2.0020150365405778,1.2519036373746872
iv20,0.4682527619525776,face_norms,control1.M2.D.rhoE,0.011971143890978768,0.04738888326407119,0.5292074078364172,2.207524735439229,1.7970083797402219,1.2559580666618917
iv20,0.4682527619525776,face_norms,control1.M2.D.rhou,0.005175188044083766,0.016485208184894826,0.1869853131321431,2.2270149925232054,1.964648238690191,1.4285568201389274
iv20,0.4682527619525776,face_norms,control1.M2.D.rhov,0.0051969395645497215,0.016649257949217743,0.18972194590732266,2.2359707898718577,1.9810983804592648,1.3141320321960888
iv20,0.4682527619525776,face_norms,control1.M2.D.rhow,0.0,0.0,0.0,,,
iv20,0.4682527619525776,face_norms,control1.jump.rho,0.001907548375774336,0.007897911462259979,0.0831137785214967,2.3555537279572185,1.9757864499448186,1.2701049033946608
iv20,0.4682527619525776,face_norms,control1.jump.rhoE,0.011512080710830356,0.04457521579092435,0.5326248680567929,2.2001851176371843,1.815039891784026,1.3198192210033237
iv20,0.4682527619525776,face_norms,control1.jump.rhou,0.004973960602777387,0.015429077282218987,0.15932347276087455,2.2184714121475464,1.9698798804809636,1.344799261602676
iv20,0.4682527619525776,face_norms,control1.jump.rhov,0.004978189061076685,0.015422840504750325,0.1791970986461917,2.22770856412139,1.9861062570599755,1.2132611306353194
iv20,0.4682527619525776,face_norms,control1.jump.rhow,0.0,0.0,0.0,,,
iv20,0.4682527619525776,face_norms,control2.M2.D.rho,0.00036630292883711794,0.001633058603406174,0.023210270528192186,2.3417385260207926,2.1852918474075826,1.9589158665636432
iv20,0.4682527619525776,face_norms,control2.M2.D.rhoE,0.0022669711382927444,0.009563514790809297,0.12017888278545985,2.40104646344311,2.2053477915831805,1.8445738644626246
iv20,0.4682527619525776,face_norms,control2.M2.D.rhou,0.0009565778679595441,0.0033018038266219673,0.04761215581517127,2.6205418302414416,2.4481847117575435,1.8856813855965995
iv20,0.4682527619525776,face_norms,control2.M2.D.rhov,0.0009708697902497117,0.0033975045933160126,0.05180675052967418,2.6016158869454236,2.415770852225642,1.5503732007684752
iv20,0.4682527619525776,face_norms,control2.M2.D.rhow,0.0,0.0,0.0,,,
iv20,0.4682527619525776,face_norms,control2.jump.rho,0.00035670648350248873,0.0015432230288413926,0.018247833637511812,2.3355002637675,2.206061192907489,1.9953013019995574
iv20,0.4682527619525776,face_norms,control2.jump.rhoE,0.002207171882005254,0.009117130819184676,0.1174444519368234,2.393332198837901,2.2206947509865556,1.8971125307520722
